C:\My computer\Trimister 3\self-drive record\IMG\center_2022_07_14_11_15_15_013.jpg, C:\My computer\Trimister 3\self-drive record\IMG\left_2022_07_14_11_15_15_013.jpg, C:\My computer\Trimister 3\self-drive record\IMG\right_2022_07_14_11_15_15_013.jpg,0,0,0,7.82E-05
C:\My computer\Trimister 3\self-drive record\IMG\center_2022_07_14_11_15_15_123.jpg, C:\My computer\Trimister 3\self-drive record\IMG\left_2022_07_14_11_15_15_123.jpg, C:\My computer\Trimister 3\self-drive record\IMG\right_2022_07_14_11_15_15_123.jpg,0,0,0,7.81E-05
C:\My computer\Trimister 3\self-drive record\IMG\center_2022_07_14_11_15_15_228.jpg, C:\My computer\Trimister 3\self-drive record\IMG\left_2022_07_14_11_15_15_228.jpg, C:\My computer\Trimister 3\self-drive record\IMG\right_2022_07_14_11_15_15_228.jpg,0,0,0,7.81E-05
C:\My computer\Trimister 3\self-drive record\IMG\center_2022_07_14_11_15_15_339.jpg, C:\My computer\Trimister 3\self-drive record\IMG\left_2022_07_14_11_15_15_339.jpg, C:\My computer\Trimister 3\self-drive record\IMG\right_2022_07_14_11_15_15_339.jpg,0,0,0,7.81E-05
C:\My computer\Trimister 3\self-drive record\IMG\center_2022_07_14_11_15_15_448.jpg, C:\My computer\Trimister 3\self-drive record\IMG\left_2022_07_14_11_15_15_448.jpg, C:\My computer\Trimister 3\self-drive record\IMG\right_2022_07_14_11_15_15_448.jpg,0,0,0,7.81E-05
C:\My computer\Trimister 3\self-drive record\IMG\center_2022_07_14_11_15_15_552.jpg, C:\My computer\Trimister 3\self-drive record\IMG\left_2022_07_14_11_15_15_552.jpg, C:\My computer\Trimister 3\self-drive record\IMG\right_2022_07_14_11_15_15_552.jpg,0,0,0,7.84E-05
C:\My computer\Trimister 3\self-drive record\IMG\center_2022_07_14_11_15_15_663.jpg, C:\My computer\Trimister 3\self-drive record\IMG\left_2022_07_14_11_15_15_663.jpg, C:\My computer\Trimister 3\self-drive record\IMG\right_2022_07_14_11_15_15_663.jpg,0,0,0,7.80E-05
C:\My computer\Trimister 3\self-drive record\IMG\center_2022_07_14_11_15_15_766.jpg, C:\My computer\Trimister 3\self-drive record\IMG\left_2022_07_14_11_15_15_766.jpg, C:\My computer\Trimister 3\self-drive record\IMG\right_2022_07_14_11_15_15_766.jpg,0,0,0,7.85E-05
C:\My computer\Trimister 3\self-drive record\IMG\center_2022_07_14_11_15_15_875.jpg, C:\My computer\Trimister 3\self-drive record\IMG\left_2022_07_14_11_15_15_875.jpg, C:\My computer\Trimister 3\self-drive record\IMG\right_2022_07_14_11_15_15_875.jpg,0,0,0,7.94E-05
C:\My computer\Trimister 3\self-drive record\IMG\center_2022_07_14_11_15_15_980.jpg, C:\My computer\Trimister 3\self-drive record\IMG\left_2022_07_14_11_15_15_980.jpg, C:\My computer\Trimister 3\self-drive record\IMG\right_2022_07_14_11_15_15_980.jpg,0,0,0,7.71E-05
C:\My computer\Trimister 3\self-drive record\IMG\center_2022_07_14_11_15_16_087.jpg, C:\My computer\Trimister 3\self-drive record\IMG\left_2022_07_14_11_15_16_087.jpg, C:\My computer\Trimister 3\self-drive record\IMG\right_2022_07_14_11_15_16_087.jpg,0,0,0,8.15E-05
C:\My computer\Trimister 3\self-drive record\IMG\center_2022_07_14_11_15_16_196.jpg, C:\My computer\Trimister 3\self-drive record\IMG\left_2022_07_14_11_15_16_196.jpg, C:\My computer\Trimister 3\self-drive record\IMG\right_2022_07_14_11_15_16_196.jpg,0,0,0,7.90E-05
